example,category,category_num
"Another Coke ad, "" Happiness Factory, "" hit two million views this summer, all powered by word of mouth and e-mail links",№2 ЛСВ 1.1 просмотр,2
"Already Internet stars (their self-made videos recently hit more than 500 million views), the Piano Guys' fifth album, Wonders",№2 ЛСВ 1.1 просмотр,2
The video has already attracted nearly three million views in just two days.,№2 ЛСВ 1.1 просмотр,2
"The video, which was shared on Facebook by Hendry Moya Duran, attracted more than 27 million views and more than 789,000 shares.",№2 ЛСВ 1.1 просмотр,2
"Set up food buftet-style-away from the screen (to encourage mingling and prevent blocked views of the game). Have dessert ready for halftime, then sit back and root for your team-or sip wine in the kitchen while you catch up with friends. VEGAN FRENCH ONION DIP Makes 2 cups * Vegan No artificial seasonings, colors, or sodium-laced instant mixes here!",№2 ЛСВ 1.1 просмотр,2
And this may force the studios to reevaluate their sell-through strategy. voice-over Hollywood still hopes home movie views will one day want their own video library.,№2 ЛСВ 1.1 просмотр,2
The brand quickly achieved global fame with millions of views.,№2 ЛСВ 1.1 просмотр,2
"The city plans to improve the site's speed, enhance the mobile views and launch an intranet utilizing the same technology.",№2 ЛСВ 1.1 просмотр,2
The iPhone survives. And the iPhone-abuse video receives gazillions of views.,№2 ЛСВ 1.1 просмотр,2
"Breaking records, going viral on Vivo and reaching over 10 million views within 24 hours of its release.",№2 ЛСВ 1.1 просмотр,2
"Thanksgiving icons slowly walking around the deceased kitty for a full 24 seconds, earning 330,000 views from freaked-out social media users.",№2 ЛСВ 1.1 просмотр,2
"But the BrabenderCox video caught viral wind as well, earning 5.5 million views across all social networks, according to the group, with no",№2 ЛСВ 1.1 просмотр,2
It also earned almost 3 million views on YouTube.,№2 ЛСВ 1.1 просмотр,2
"Gangnam Style "" not only broke a record, it broke YouTube. Over two billion – billion views, and YouTube had to upgrade its software to accommodate the two in the billions column. Now try getting that song out of your head. Sorry, D. PERINO# Well, after we finish having the national conversation on race relations, we need to have a national conversation on your musical taste. BOLLING# I didn't think – I just wanted you to... PERINO# You're like this, you like do the dance. BOLLING# Can you imagine two billion views? GUILFOYLE# And every kid knows this song, too. GUTFELD# Tell me about it. The idea that humanity would have achieved a lot more if it wasn't for this is false. Because it didn't replace anybody's achievement. There wasn't a guy sitting at home going, "" I'm going to invent a vaccine for Alzheimer's. No, I'm going to watch Gangnam Style. "" GUILFOYLE# All I know is Ronan sings this still to this day, and all the time",№2 ЛСВ 1.1 просмотр,2
"Follow-up clips, in which the character responds to individual YouTube commenters, drove the brand's total views on the site to more than 279 million.",№2 ЛСВ 1.1 просмотр,2
"The monkey pit guys from the World Wide Web. Anybody wanna buy us a steak? Or a drink? Sorry, guys. I guess your few hours of Internet celebrity have passed. Everybody's moved on. They're watching a new video. It's a fat kid getting pushed down an escalator. Ah, it doesn't matter. We're gonna be rich. How do you figure? Our video got four million views. So even if they only paid us a dollar per view, as soon as we get our check from the Internet, we'll have enough dough to buy this whole joint. That how it works? Of course it does. You don't think they show that stuff for free? Oh! Everybody, the steaks are on us! (Cheering) So, Daddy, Patrick and I actually met in Charlie's therapy group. Oh, you don't say. So, who did you shoot in the balls? It's not a strictly ball-shooting group. Although it does improve your chances",№2 ЛСВ 1.1 просмотр,2
"In a narrow space at 148 State Street, the latest invention of the Wizard of Menlo Park could be enjoyed for five cents per view.",№2 ЛСВ 1.1 просмотр,2
"It went viral on YouTube, getting eighteen million views and counting.",№2 ЛСВ 1.1 просмотр,2
"out that an infringement claim can come from anyone, especially from competitors looking to steal page views from your acquaintance's blog, or from enemies your acquaintance may have",№2 ЛСВ 1.1 просмотр,2
"nationwide, including shops, cinemas, subway stations, and public toilets – was registering millions of page views.",№2 ЛСВ 1.1 просмотр,2
Mario Lavandeira claims nearly 10 million page views on his bubblegumpink blog each day by people hanging on,№2 ЛСВ 1.1 просмотр,2
"Her website, nameberry.com, attracts 3 million page views a month.",№2 ЛСВ 1.1 просмотр,2
"rsums and cover letters through the site which, as of this month, had received more than 375,000 page views, Perna said.",№2 ЛСВ 1.1 просмотр,2
Facebook reached 1 trillion page views in June 2011.,№2 ЛСВ 1.1 просмотр,2
"buy these things, Warms says, and create a big local ad network and drive up total page views as fast as possible.",№2 ЛСВ 1.1 просмотр,2
"More time spent on Yahoo's website means more page views, which mean more opportunities for Yahoo to sell banner ads.",№2 ЛСВ 1.1 просмотр,2
in the frontend allow for better sorting for your products - your customers will greatly appreciate the less page views required! - 2 amazing themes in 2 different color variations,№2 ЛСВ 1.1 просмотр,2
"The English-language version of the encyclopedia boasts about 300 million page views a day, making it so popular that if the",№2 ЛСВ 1.1 просмотр,2
but ignoring Enty's reveals only goes so far when he says his site boasts millions of page views a month.,№2 ЛСВ 1.1 просмотр,2
Using a far future Expires header affects page views only after a user has already visited your site.,№2 ЛСВ 1.1 просмотр,2
